Regular sample data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Code,Sample Item Name/Code,Processing type,Construction,Color,Customer,Customer Required Width,Customer Requirement Length(%),Customer Requirement Width(%),Weight B/W,Sample Issue Date,Finishing Date,Loom No,Warpping No,Yard,"After Dryer
 Width(Inch)",Weaving PPI,Dryer Skey(CM),"After Shrinkage 
Skey(CM)","After Shrinkage
 PPI",PPI(+),"After Wash 
Skew(CM)","After Srinkage 
Width(Inch)","Box % 
(Right Hand)","Box % 
(Left Hand)","After Wash 
Width %","After Wash
 Length %","After Wash
 Width(Inch)","After Wash
 PPI",Sample Processing Details,Remarks
X25115,,Regular Finish,"4468x40
8ring(Nishat)X12-40D(T/Raw)(Texhang)+12-70D(T/Raw)Envoy, 4:1, 3/1RHT",Black#9S,C&A,,,,,,23/05/2025,308,2505413,120Y,"C:63''
F:64''",40,16.5cm,11.5cm,47,7,11.5cm,"C:60.4''
F:61.4''",-1.06%,-0.61%,16.30%,0.00%,50.5'',47,Singeing + Dryer(5box60°C)+Sanforized,
X25116-1,,Regular Finish,"4464x45
7rsl(Nishat)+7oe(Badsha), 3:7 X 10oe(Badsha), 3/1RHT ",Blue Black#8C,Mango-Windy Group,,,,,,27/05/2025,617,2505455,122Y,"C:65.1''
F:65.8''",45,16.0cm,14.5cm,52,7,16.0cm,"C:65.1''
F:65.8''",1.55%,2.83%,16.00%,1.00%,64.0'',51,Singeing + Dryer(5box60°C)+Sanforized,
X25116-2,,Regular Finish,"4464x45
7rsl(Nishat)+7oe(Badsha), 3:7 X 9oe(Badsha), 3/1RHT ",Blue Black#8C,Mango-Windy Group,,,,,,27/05/2025,,,,"C:65.5''
F:66''",45,,14.5cm,53,8,16.0cm,"C:65.5''
F:66''",1.84%,2.26%,2.70%,1.00%,63.7'',52,Singeing + Dryer(5box60°C)+Sanforized,
X25117-1,,Regular Finish,"4600x44
7oe(Badsha)+10oe(Badsha), 3:7 X 450D(Hangzhou), 2/1 RHT",Black#9S,Just James/ Hers.Fielder,,,,,,01/06/2025,508,2505463,,"C:60.2''
F:60.8''",44,10.5cm,7.5cm,52,8,10.0cm,"C:60.2''
F:60.8''",1.80%,2.40%,1.90%,1.00%,59.0'',51,Singeing + Dryer(5box60°C)+Sanforized,
X25117-2,,Regular Finish,"4600x48
7oe(Badsha)+10oe(Badsha), 3:7 X 300D(Hangzhou), 2/1 RHT",Black#9S,Just James/ Hers.Fielder,,,,,,01/06/2025,508,2505463,148Y,"C:59''
F:59.7''",48,10.5cm,7.5cm,55,7,9.5cm,"C:59''
F:59.7''",1.98%,1.27%,2.03%,1.00%,57.8'',54,Singeing + Dryer(5box60°C)+Sanforized,
X25118,,Regular Finish,"4600x44
7oe(Badsha)+10OE(Basha)X45OD(Hangzhou) ,2/1RHT",Grey#03,Just James/Hers.Fielder,,,,,,01/06/2025,508,2505465,100Y,"C:60.5''
F:61.5''",44,10.0cm,6.5cm,52,8,9.5cm,"C:59.8''
F:60.5''",2.60%,0.00%,2.00%,0.00%,58.6'',52,Singeing + Dryer(5box60°C)+Sanforized,
X25119-1,,Regular Finish,,,,,,,,,06/05/2025,508,2505472,160Y,"C:60.5''
F:61.5''",44,10.0cm,7.5cm,52,8,9.0cm,"C:59.8''
F:60.4''",1.98%,1.00%,2.00%,1.00%,58.6'',51,Singeing + Dryer(5box60°C)+Sanforized,
X25119-2,,Regular Finish,,,,,,,,,02/05/2025,,2505472,,"C:59.5''
F:60.5''",48,10.0cm,8.0cm,55,7,10.0cm,"C:58.8''
F:59.6''",1.84%,1.00%,1.80%,1.00%,57.7'',55,Singeing + Dryer(5box60°C)+Sanforized,
X25120,,Regular Finish,"4176x38
10rsl(Nishat)X12(75D-T400)-70D (Lycra, Slub), 3/1RHT",Blue Black#9C,Natural Denim(Zara),,,,,,31/05/2025,509,2501065,44Y,"C:51.5''
F:52.5''",38,,,43,5,,"C:51.5''
F:52.5''",,,,,,,Singeing + Dryer(5box85°C)+Sanforized,
X25121,,Padding,,,,,,,,,21/06/2025,609,2506492,122Y,"C:61.2''
F:62.2''",43,14.5cm,13.5cm,51,8,10.0cm,"C:61''
F:62''",-2.80%,0.10%,11.40%,0.00%,54.0'',51,Singeing + H/S + Dryer(padding 140 GPL) + Sanfo,
"X25123(Copy)
X25131",,Regular Finish,,,,,,,,,20/06/2025,309,2506498,62Y,"C:59''
F:60''",50,13.0cm,12.0cm,58,8,11.0cm,"C:58''
F:58.8''",-2.60%,-0.93%,17.90%,1.00%,47.6'',59,Singeing+Dryer(5Box60°C)+Sanforized,
"X25123(Copy)
X25131",,Regular Finish,,,,,,,,,17/06/2025,219,2506498,62Y,"C:60.7''
F:61.5''",50,15.0cm,11.0cm,59,9,10.0cm,"C:59''
F:59.8''",-0.46%,0.00%,18.40%,0.00%,48.1'',59,Singeing + Dryer(5box 60°C) + Sanforized,
X25125,RN065-09R5(X24170-2),Regular Finish,"4896x48
16RN(Nishat)+16RSL(Nishat)x16RN(Nishat)+16OE(Milon, Ginni), 1:1, 3/1 RHT
 ",Black#9S,Park Star(Moom Group),,,,,,20/06/2025,321,2506502,152Y,"C:57.5''
F:58.5''",48,12.0cm,12.0cm,55,7,13.0cm,"C:58.8''
F:59.4",3.80%,0.56%,0.30%,1.70%,59.0'',55,Singeing+Dryer(5Box60°C)+Sanforized,
X25125,,Regular,"4896x48
16RN(Nishat)+16RSL(Nishat)x16RN(Nishat)+16OE(Ginni), 1:1, 3/1 RHT
 ",Black#9S,Park Star(Moom Group),58''--59'',, # +/- (3--4)%,6.60 oz,,07/08/2025,110,2506502,175Y,"C:58''
F:59''",48,13.0cm,12.0cm,55,7,12.0cm,"C:59''
F:59.7''",0.28%,-0.40%,-0.30%,0.00%,58.8'',55,Singeing?Dryer(5box 60°C)?Sanforized,
X25126,PRPS110-02R5,Regular Finish,"4176x44
7oeX16-40D T/Raw (Xuzhou , Spandex), 3/1RHT",Grey#03,C&A,,,,,,16/06/2025,515,2505470,395Y,"C:62''
F:63''",44,16.0cm,13.0cm,52,8,14.0cm,"C:60.5''
F:61.2''",1.13%,-1.00%,12.30%,-1.00%,53.0'',53,Singeing + Dryer(5box60°C)+Sanforized,
X25127,,Heat Setting,"3906x43
7oe Low TM(Salek)X12-40D(Nishat)",Dark Indigo#06,Trimer Wear,,,,,,22/06/2025,609,2506505,120Y,"C:62''
F:63''",43,17.0cm,13.0cm,50,7,11.0cm,"C:61.8''
F:62.8",-1.90%,0.40%,13.50%,0.50%,53.4'',50,Singeing + H/S + Dryer(5box 60°C)+ Sanforized,
X25128,,Padding,,,,,,,,,21/06/2025,219,2506508,120Y,"C:64''
F:64.8''",46,16.0cm,12.0cm,53,7,12.0cm,"C:64''
F:65''",-0.70%,0.00%,0.00%,0.00%,64.0'',53,Singeing + Dryer(padding 140 GPL) + Sanforized,
X25129,PRS110-04R5,Regular Finish,"4160x40
7ring(Badsha)X12-70D N.S(Nishat), 3/1RHT",Indigo #5,MKT,,,,,,20/06/2025,303,2505434,87Y,"C:59''
F:60''",40,14.0cm,10.0cm,46,6,11.5cm,"C:57.6''
F:58.5''",1.45%,2.50%,21.80%,3.00%,45.0'',48,Singeing+Dryer(5Box60°C)+Sanforized,
X25130(Taiwan),,Regular Finish,,,,,,,,,20/06/2025,209,2503183,45Y,"C:62.8''
F:63''",48,12.0cm,9.0cm,55,7,9.5cm,"C:59.6''
F:60.4''",0.43%,0.44%,5.00%,1.00%,56.5'',56,Singeing+Dryer(5Box60°C)+Sanforized,
X25132,,Regular Finish,"4176x40
7ring(Badsha)x7oe(Badsha), 3/1RHT",Grey#03,Natural Indigo/Pull &Bear,,,,,,23/06/2025,304,2506521,120Y,"C:64.8''
F:65.8''",40,15.5cm,13.0cm,48,8,15.0cm,"C:64.8''
F:65.4''",1.90%,1.80%,2.00%,0.00%,63.3'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25133,,Natural,"4176x40
7ring(Badsha)x7oe(Badsha), 3/1RHT",Natural #01,Natural Indigo/Pull &Bear,,,,,,27/06/2025,408,2506532,125Y,"C:65.5''
F:66.5'",40,16.0cm,14.0cm,48,8,14.0cm,"C:65.8''
F:66.8'",1.85%,-0.85%,3.02%,0.00%,63.8'',48,"Singeing?Dryer(old, 1box)?Sanforized",
X25135,,Natural,"5184x51
10ring(Nishat)X12-40D(Nishat), 3/1RHT",Natural #1,Nassa Group  /Michael Kors,,,,,,25/06/2025,409,2506525,120Y,"C:62.7''
F:63.7''",51,15.0cm,12.0cm,60,9,11.0cm,"C:61.9''
F:62.9''",1.25%,-3.40%,19.50%,1.40%,49.8'',61,Dryer(New-1box ) + Sanfo,
X25136,,RFD,"4752x51
9oe(Badsha)x12-70D(Nishat), 3/1LHT",RFD#11,Nass Group,,,,,,27/06/2025,607,2506529,120Y,"C:60''
F:61''",51,14.5cm,12.0cm,58,7,10.5cm,"C:58.8''
F:59.8'",0.30%,1.03%,12.00%,1.80%,57.7'',59,"Singeing?RFD?Dryer(1box, old) ?Sanforized",
X25137,RNS120-02R5,Heat Setting,,,,,,,,,25/06/2025,617,2506521,120Y,"C:62.8''
F:62.3''",42,16.0cm,12.5cm,50,8,12.0cm,"C:62''
F:62.5''",-0.59%,1.33%,11.60%,0.00%,54.8'',50,Singeing Heat Setting+ Dryer(5Box 60°C) + Sanforized,
X25138,,Natural,"5184x51
10oe(Badsha) x 12-40D(nishat)",Natural #01,Nassa Group,,,,,,25/06/2025,409,2506524,100Y,"C:62.8''
F:63.8",51,16.0cm,11.5cm,60,9,12.0cm,"C:61.7''
F:62.88''",-1.87%,1.09%,18.80%,1.00%,50.1'',61,Dryer(New-1box ) + Sanfo,
X25139,RNS120-02R5,Heat Setting,,,,,,,,,25/06/2025,617,2506519,126Y,"C:62''
F:62.8",42,16.0cm,13.5cm,49,7,12.0cm,"C:62.2''
F:63.1''",-0.40%,0.00%,10.70%,0.00%,55.5'',49,"Singeing Heat Setting+ Dryer(5Box 60°C) + Sanforized
Yarn(Lycra with felament poly)",
X25140,,Regular Finish,"4464x45
7oe(Badsha)+7rsl(Nishat), 6:4 X 7rls(Nishat)+7rn(Badsha), 3/1RHT",Blue Black#8C,Natural Indigo ltd,,,,,,25/06/2025,503,2506531,80Y,"C:65.5''
F:66.5''",45,18.0cm,14.0cm,54,9,16.0cm,"C:65.2''
F:66''",3.50%,0.42%,3.30%,1.00%,63.0'',53,Singeing + Dryer(5Box 60°C) + Sanforized,
X25141,,Regular Finish,"4176x43
7oe(Badsha)x7rsl(nishat)+7ring(badsha), 3/1RHT",Indigo #5,Natural Indigo ltd/Denim long pant-zara womens,,,,,,25/06/2025,111,2506503,85Y,"C:64''
F:64.8''",43,17.0cm,13.5cm,50,7,15.0cm,"C:64''
F:64.7''",-0.28%,2.15%,2.50%,0.00%,62.4'',50,Singeing + Dryer(5Box 60°C) + Sanforized,
X25142,RNS110-07R8I,Regular Finish,"4464x45
7rsl(Nishat)+9oe(Badsha), 2:8 X 12-40D N.S(BCI,Nishat), 3/1RHT",Grey#03,Sainsbury,,,,,,25/06/2025,406,2506535,150Y,"C:60''
F:60.7''",45,14.0cm,13.0cm,52,7,12.5cm,"C:59''
F:59.7''",-0.78%,0.78%,18.40%,1.80%,48.0'',53,Singeing + Dryer(5Box 60°C) + Sanforized,
"X25144-1
Taiwan",,Regular Finish,,,,,,,,,24/06/2025,605,2503184,33Y,"C:62''
F:63''",48,14.5cm,7.5cm,52,4,9.0cm,"C:59.3''
F:60''",1.04%,1.04%,6.07%,4.70%,55.7'',55,5Box 60°C,
"X25144-2
Taiwan",,Regular Finish,,,,,,,,,24/06/2025,605,2503184,33Y,"C:62.7''
F:63.7''",48,14.5cm,7.5cm,53,5,9.0cm,"C:58''
F:58.8''",2.40%,0.90%,7.50%,4.80%,53.6'',56,5Box 60°C,
X25148-1,,Regular Finish,"4464x46
9rn(Nishat)+9siro slub(Nishat) (6:4) X 12-40D N.S (Nishat, BCI), 3/1RHT",Blue Black#8D,Defacto,,,,,,27/06/2025,406,2506537,163Y,"C:59.8''
F:60.5''",46,14.5cm,11.0cm,54,8,10.5cm,"C:59''
F:59.8''",3.00%,2.35%,19.80%,1.00%,47.3'',55,Singeing+Dryer(5Box60°C)+Sanforized,
x25148-2,,Regular Finish,"4464x53
9rn(Nishat)+9siro slub(Nishat) (6:4) X 16-40D N.S (Nishat), 3/1RHT",Blue Black#8D,Defacto,,,,,,27/06/2025,406,2506537,,"C:59''
F:60''",53,14.5cm,11.0cm,61,8,10.5cm,"C:58.3''
F:59.''",2.40%,1.86%,19.30%,0.00%,47.2'',61,Singeing+Dryer(5Box60°C)+Sanforized,
X25149(RNS120-02R5),,Padding,,,,,,,,,28/06/2025,617,2505434,125Y,"C:61.3''
F:62''",42,14.5cm,13.0cm,48,6,15.5cm,"C:61.2""
F:62""",-1.34%,-1.49%,7.30%,-3.00%,56.7'',49,Singeing   + Dryer(Padding 140GPL) +  Sanforized,
X25150(PRPS110-02R5),,Regular Finish,"4176x44
7OE(Badsha) x 16-40D(T/Raw, Lycra), 3/1 RHT",Indigo #5,Lidl/workwear,,,,,,24/06/2025,216,2506516,68Y,"C:61.5''
F:62.5''",44,17.0cm,14.0cm,51,7,14.5cm,"C:59.5''
F:60.2''",-0.60%,1.95%,10.80%,1.00%,52.8'',52,Singeing + Dryer + Sanforized,
X25151-1,,H/S,,,,,,,,,01/07/2025,617,2506537,22Y,"C: 53.3''
F: 54.4''",42,12cm,9.5cm,49,7,9cm,"C: 51.8""
F: 52.8""",-1.57%,2.60%,22.70%,0.00%,40.0'',49,H/S + Dyer(5Box 60° C) + Sanforize,
X25151-2,,H/S,,,,,,,,,01/07/2025,617,2506537,22Y,"C: 53.3''
F: 54.5""",40,12cm,11cm,47,7,10cm,"C:53.2
F: 54.2 ",-1.70%,-2.30%,21.90%,0.00%,41.5'',47,"H/S + Dyer + Sanforize, 5Box 60°c",
"X25152(Taiwan)
twill down",,Broken Twill,,,,,,,,,29/06/2025,606,2506545,60Y,"C:59''
F:60'",42,14.0cm,10.0cm,48,6,4.0cm,"C:58.3""
F:59.3""",5.00%,6.00%,17.90%,3.00%,48.0'',49,Regular Finish,
X25153,,RFD(Twill Down),,,,,,,,,07/07/2025,617,2507561,124Y,"C:61.2''
F:62.5''",43,8.0cm,9.5cm,48,5,9.5cm,"C:60.8''
F:61.8''",-3.10%,4.08%,-12.50%,-1.10%,53.2'',49,Singeing + Dryer(old) + Sanforized,
X25153(ST070-01R5),,Regular Finish,"4800x50
16rn B:8,W:9 x 16rin(nishat), 2/1 RHT stripe",Indigo #5,Laila Style/ JC Penny,,,,,,02/07/2025,222,2506555,80Y,"C:56.9''
F:57.4''",50,9.0cm,8.0cm,58,8,8.5cm,"C:57''
F:57.5''",0.48%,3.21%,1.84%,1.00%,63.8'',57,Singeing + Dryer + Sanforized,
"X25154-1 (Taiwan)
",,"Padding
Natural Black",,,,,,,,,01/07/2025,110,2506529,120Y,"C:59.5''
F:60''",41,11.5cm,13cm,47,6,11.0cm,"C:57.8''
F:58.8''",-1.23%,3.08%,15.20%,3.40%,49.0'',48,"Singeing + Dryer(220 GPL) + Sanforized
Black Padding",
"X25154-2 (Taiwan)
",,"Padding
Natural Black",,,,,,,,,01/07/2025,110,2506529,,"C:60''
F:61''",41,16.0cm,13.0cm,46,5,11.5cm,"C:59.3''
F:60''",1.08%,-1.54%,13.90%,3.30%,51.0'',48,"Singeing + Dryer(220 GPL) + Sanforized
Black Padding",
X25157,,Regular,"4176x40
7ring(Badsha)x7oe(Badsha), 3/1RHT",Black#9S,P&B,,,,,,02/07/2025,309,2507503,100Y,"C:64.7''
F:65.4''",40,18.0cm,13.5cm,49,9,7.5cm,"C:65''
F:65.8''",-0.42%,-0.83%,-1.22%,0.00%,57.7'',49,Singeing + Dryer(5Box 60°C) + Sanforized,
X25158-1(Taiwan),,Padding,,`,,,,,,,01/07/2025,110,2505243,130Y,"C:56''
F:57''",41,15.5cm,13.0cm,46,5,9.5cm,"C:54.8''
F:55.7''",0.79%,1.57%,-15.14%,-6.00%,46.5'',47,Singeing + Dryer(140GPL) + Sanforized,
X25158-2(Taiwan),,Padding,,,,,,,,,01/07/2025,110,2505243,,"C:56.8''
F:57.8''",41,15.5cm,13.0cm,45,4,11.0cm,"C:55.5''
F:56.7''",-0.40%,0.30%,-13.10%,-5.00%,48.2'',50,Singeing + Dryer(140GPL) + Sanforized,
X25159-1(Taiwan),,Broken Twill,,,,,,,,,01/07/2025,406,2506545,60Y,"C: 57""
F:58""",42,2cm,1cm,48,6,1cm,"C: 55.8""
F: 56.5""",-0.30%,1.56%,16.40%,3.00%,46.6'',48,"5Box 60°c (Regular finish)
Broken Twill , Face Down",
X25159-2(Taiwan),,Broken Twill,,,,,,,,,04/07/2025,406,2506545,60Y,"C: 58""
F: 59""",42,2cm,0cm,48,6,0cm,"C: 56.8""
F: 57.5""",1.23%,-0.46%,15.14%,2.50%,48.2'',44,"5Box 60°C (Regular Finish),
Broken Twill, Face Down",
X25160,RN095-04R5,Regular,"4600x45
10rsl(Nishat)x12OE(Badsha)+10RSL(Nishat),2:1, 3/1RHT",Black#9L,SF Denim / C&A,,,,,,04/07/2025,504,2507559,92Y,"C:60.''
F:60.7''",45,13.5cm,11.0cm,53,8,12.0cm,"C:60''
F:60.7''",1.84%,-0.14%,-1.16%,0.00%,59.3'',53,singeing + Dryer(5Box 85°C) + Sanforized,
X25164,,Regular,"3906x39
8oe low TM(salek) x 9oe(Badsha), 3/1RHT",Black#9S,Natural Denim,,,,,,04/07/2025,413,2506536,40Y,"C:62.6''
F:63.5''",39,19.5cm,15.5cm,47,8,14.0cm,"C:63.2''
F:64''",-0.97%,-1.38%,-0.40%,2.00%,63.5'',45,singeing + Dryer(5Box 60°C) + Sanforized,
X25166,,Regular Finish,"3906x39
8oe low TM(salek) x 9oe(Badsha), 3/1RHT",Indigo #5,Natural Denim,,,,,,05/07/2025,617,2507571,188Y,"C:63''
F:63.7''",39,16.0cm,13.5cm,46,7,14.0cm,"C:63.4''
F:64''1",2.80%,-0.98%,0.60%,0.00%,63.0'',46,Singeing + Dryer(5Box 60°C) + Sanforized(Old),
X25168,,Regular,"4464x45
7rsl(Q476)Nishat+7oe(Nishat) x 10-70D(N.S)BCI,Nishat), 3/1RHT",Grey#03,Natural Indigo-Pull &Bear,,,,,,08/07/2025,309,2507577,108Y,"C:62''
F:62.8''",45,15.5cm,12.5cm,53,8,12.0cm,"C:60.8''
F:61.8''",1.55%,2.16%,-16.90%,-1.00%,50.5'',54,Singeing + Dryer(5Box 60°C) + Sanforized,
X25169,,"Natural, Regular Finish","4464x45
7rsl(Q476)Nishat+7oe(Badsha) x 10-70D(N.S)BCI,Nishat), 3/1RHT",natural#01,Natural Indigo -Pull&Bear,,,,,,09/07/2025,609,2507578,164Y,"C:63.2''
F:64''",45,22.0cm,13.0cm,53,8,12.5cm,"C:62''
F:62.8''",0.46%,-0.62%,19.30%,0.00%,50.0'',53,Singeing + Dryer(1box cool water) + Sanforized(old),
X25169,,Natural(1box cold wash),"4464x45
7rsl(Q476)Nishat+7oe(Badsha) x 10-70D(N.S)BCI,Nishat), 3/1RHT",Natural #01,Natural Indigo-Pull &Bear,,,,,,09/07/2025,609,2507578,164Y,"C:63.2''
F:64''",45,22.0cm,13.0cm,53,8,12.5cm,"C:62''
F:62.8''",0.46%,-0.62%,-19.30%,0.00%,50.0'',53,Singeing?Dryer(1box cold wash)?Sanforized,
X25171,,"Regular, Tencel","4464x44
8siro(nishat)x10Tencel(Nishat), 3/1 RHT",Indigo #5,Sainsbury,,,,,,07/07/2025,609,2504364,80Y,"C:66.4''
F:67''",44,19.0cm,15.0cm,51,7,19.0cm,"C:65.5''
F:66.7",-2.00%,0.50%,-0.60%,3.50%,64.8'',49,Singeing + Dryer(5Box 60°C) + Sanforized,
X25172,,Regular,"6120x54
16ring(Nishat)x20rign(Nishat), 3/1RHT",Indigo #5,Windy Group /Lid,,,,,,08/07/2025,117,2507581,60Y,"C:63''
F:63.8''",54,14.5cm,12.5cm,60,6,12.0cm,"C:63.8''
F:64.5''",0.70%,1.42%,0.30%,0.00%,64.0'',60,Singeing + Dryer(5Box 60°C) + Sanforized,
X25173,,Regular,"6120x54
16OE x 20ring(Nishat),3/1RHT
",Indigo #5,Windy Group /Lid,,,,,,09/07/2025,117,2507582,120Y,"C:63''
F:64''",54,13.5cm,9.0cm,62,8,12.5cm,"C:64''
F:65''",2.40%,2.40%,-0.30%,0.00%,63.8'',62,Singeing + Dryer(5Box 60°C) + Sanforized,
X25175,,"Natural-1, Regular Finish","4644x43
8OE(Badsha) X 9OE(Badsha), 3/1RHT",Natural,Warptex,,,,,,11/07/2025,309,2507590,120Y,"C:65.8''
F:66.7''",43,15.0cm,11.5cm,51,8,14.0cm,"C:65.8''
F:66.4''",2.10%,3.70%,-3.00%,-0.80%,63.8'',51,"Singeing + Dryer (Old, 1box cold wash) + Sanforized",
X25177,,"Twill down, Regular","5400x40
16ring(Nishat)x12ring(Nishat), 2/1RHT",Indigo #5,Just James,,,,,,09/07/2025,209,2507581,80Y,"C:63''
F:63.7''",40,9.0cm,8.0cm,46,6,11.0cm,"C:63.2''
F:64''",2.28%,0.70%,-1.20%,-1.00%,64.0'',47,Singeing + Dryer(5Box 60°C) + Sanforized,
X25178,,Regular Finish,"4176x44
8ring(nishat)x12ring(Badsha), 7/1RHT",Indigo #5,Inditex,,,,,,16/07/2025,319,2505389,50Y,"C:62''
F:63''",44,8.0cm,1.0cm,52,8,,"C:
F:",0.37%,,,,,,Singeing + Dryer(5box60°C)+Sanforized,
X25178,,"Face Up, Regular finish","4176x44
8ring(nishat)x12ring(Badsha), 7/1RHT",Indigo #5,Inditex/Zara ,,,,,,11/07/2025,118,2505389,60Y,"C:62.''
F:63''",44,13.0cm,4.5cm,51,7,7.5cm,"C:63''
F:64''",8.20%,-1.80%,-8.80%,-4.00%,57.4'',53,Singeing + Dryer(5Box 60°C) + Sanforized,
X25178-3,,Regular(face down),"4176x44
8ring(nishat)x12ring(Badsha), 7/1RHT",Indigo #5,Inditex(Skew Testing),,,,,,18/07/2025,319,2505389,30Y,"C:61''
F:62''",44,13.0cm,7.5cm,53,9,11.5cm,"C:62.2''
F:63.2''",3.50%,1.36%,-9.80%,-3.00%,56.1'',53,singeing + Dryer(5Box 60°C) + Sanforized,
X25179(Broken Twill),,Regular( Face Down),,,,,,,,,10/07/2025,406,2507586,60Y,"C:56''
F:56.8''",46,3.5cm,1.5cm,51,5,2.5cm,"C:56''
F:56.8''",-1.89%,2.37%,17.00%,-4.10%,46.2'',53,Singeing + Dryer(5Box 60°C) + Sanforized,
X25180,,Regular,"5238x42
16OE X 12OE(Badsha) , 2/1RHT",Indigo #5,Warptex,,,,,,13/07/2025,222,2507582,80Y,"C:63.2''
F:64.2''",42,11.0cm,8.5cm,49,7,8.0cm,"C:64''
F:65''",0.00%,-1.90%,0.00%,-0.50%,64.0'',49,singeing + Dryer(5Box 60°C) + Sanforized,Width less
X25181,,Regular,"5238x42
16OE X 12OE(Badsha) , 2/1RHT",Black#9S,Warptex,,,,,,13/07/2025,222,2507597,80Y,"C:63.5''
F:64.3''",42,10.5cm,7.0cm,49,7,7.5cm,"C:64.2''
F:65.1''",1.60%,-0.70%,0.00%,-0.20%,64.2'',49,singeing + Dryer(5Box 60°C) + Sanforized,
X25182,,Regular Finish,"4176x44
7oe x 16-40D( T/Raw, Lycra), 3/1 RHT",Indigo #5,Testing Sample for LIDL,,,,,,11/07/2025,205,2507586,35Y,"C:62''
F:63''",44,15.0cm,12.0cm,50,6,14.0cm,"C:59.5''
F:60.5''",2.20%,0.10%,-14.40%,-1.00%,50.9'',51,Singeing + Dryer(5Box 60°C) + Sanforized,
X25182,,Regular,"4176x44
7OE(Badsha) x 16-40D(T/Raw, Lycra), 3/1 RHT",Indigo #5,Lid,,,,,,16/07/2025,323,2507594,30Y,"C:62.2''
F:63.2''",44,15.0cm,12.0cm,51,7,12.5cm,"C:60''
F:61''",1.52%,0.92%,-15.30%,0.00%,50.8'',51,singeing + Dryer(5Box 60°C) + Sanforized,
X25183,,Regular,"3752x42
7ring(Badsha)+7oe(badsha) X 8-40D(N.S) Nishat, 3/1RHT",Indigo #5,PDS Far-East ltd./JC Penny,,,,,,14/07/2025,406,2507600,40Y,"C:60.5''
F:61.5''",42,14.0cm,12.0cm,49,7,11.5cm,"C:60''
F:60.8''",0.30%,0.00%,-15.10%,0.00%,51.0'',49,singeing + Dryer(5Box 60°C) + Sanforized,
X25183,,Regular(rest Quantity),"3752x42
7ring(Badsha)+7oe(badsha) X 8-40D(N.S) Nishat, 3/1RHT",Indigo #5,PDS Far-East ltd./JC Penny,,,,,,17/07/2025,406,2507600,40Y,"C:60.2''
F:61.2''",42,16.0cm,13.0cm,49,7,11.5cm,"C:59.6''
F:60.5''",-2.70%,0.10%,-15.10%,0.00%,50.6'',49,singeing + Dryer(5Box 60°C) + Sanforized,
X25184,,Regular,"4347x44
8ring(Nishat)x10(Tencel), 3/1 RHT
                          TM 3.3 Nishat",Indigo #5,Sainsbury,,,,,,13/07/2025,609,2505389,70Y,"C:64''
F:65''",44,19.0cm,17.0cm,53,9,19.0cm,"C:64.2''
F:65''",0.50%,0.40%,-1.80%,5.20%,63.0'',50,singeing + Dryer(5Box 60°C) + Sanforized,
X25185,,Regular,"5184x54
10rsl(yt-199)nishat lot-01+12rsl(yt:199)(nishat) 1:1 x 20-40D(nishat lot-01)+20-70D(sunray) 2:1
3/1 RHT",Indigo #5,Just James,,,,,,14/07/2025,105,2507599,120Y,"C:56''
F:57''",54,15.0cm,10.0cm,62,8,9.5cm,"C:54.5''
F:55.2''",0.00%,-2.50%,-23.10%,-3.20%,41.9'',64,singeing + Dryer(5Box 60°C) + Sanforized,
X25186(ST095-03R5),,Regular(Face down),"4356x38
9oe(Blue:8,White:4)(Pysical BCI)Badsha X 10ring (Badsha), 2/1 RHT",Blue White#5,Primark,,,,,,17/07/2025,201,2507611,80Y,"C:60''
F:60.2''",38,11.0cm,7.5cm,45,7,9.5cm,"C:59.6''
F:60.4''",1.40%,0.90%,-1.60%,1.90%,58.6'',45,singeing + Dryer(5Box 60°C) + Sanforized,
X25187(RN110-26R5),,Regular,"4176x35
7ring(Badsha) x 10(tencel) (TM-4 Nishat lot-01), 3/1 RHT",Indigo #5,Mkt,,,,,,13/07/2025,406,2505434,68Y,"C:61.8''
F:62.8''",35,19.0cm,17.5cm,42,7,17.5cm,"C:62.1''
F:63.1''",-0.90%,0.00%,-0.90%,0.00%,61.5'',42,singeing + Dryer(5Box 60°C) + Sanforized,
X25188(Tencel),,"Regular finish, Tencel","4176x43
7oe(Badsha)x10((tencel, TM-4),(Nishat), (Nishat) , 3/1RHT
From bulk beam PRPS110-02R5",Indigo #5,Mkt,,,,,,11/07/2025,406,2507586,100Y,"C:62.5''
F:63.5''",43,15.0cm,10.0cm,50,7,16.0cm,"C:62''
F:62.6''",5.80%,5.70%,-3.00%,2.70%,60.1'',49,Singeing + Dryer(5Box 60°C) + Sanforized,
X25189(RN135-01R5),,Regular,"4176x42
7ring(Badsha)x6Tencel(Envoy, lot-19), 3/1 RHT",Indigo #5,Mkt,,,,,,12/07/2025,406,2505434,100Y,"C:63.5''
F:64.5''",42,13.0cm,13.0cm,49,7,17.5cm,"C:63''
F:64''",5.30%,3.70%,-4.70%,0.00%,60.0'',49,singeing + Dryer(5Box 60°C) + Sanforized,
